,fecha,titulo,volanta,autor,texto,url
518,18/08/2019,"

¿Vale la pena lavar el motor del automóvil?

","
Si eres muy pulcro, te gustará tener tu carro brillando de limpio, pero si lavas el motor sin tomar en cuenta ciertas precauciones, podrías dañar su vida útil ",Redacción,"
¿Se debe o no lavar el motor del auto? Esta incógnita trae consigo diferentes puntos de vista. Algunas a favor, otros, en contra.
Pero ¿cuáles son los fundamentos en los que basan sus opiniones? Los  que optan por lavarlo consideran que existen emisiones de gases procedentes del interior del motor que llegan a tapar la válvula y el ducto de la varilla de medición de nivel de aceite, éstos pueden ser: restos de combustible no quemado, ácido nítrico y óxidos de azufre. Asimismo, se puede percibir la evaporación del líquido de batería, el cual es un ácido que puede dañar al motor. También se depositan sobre los ductos de caucho y sobre la parte externa del cableado eléctrico, degradándolos, y acelerando con los cambios de temperatura, su cristalización.

De acuerdo con la página de Internet de Repsa Autocentro (Taller mecánico y llantas), el lavado de motor se debe hacer cuando el auto y sus componentes estén a temperatura ambiente, es decir, no debes moverlo y si lo haces, deberás esperar hasta dos horas que es el tiempo en que se enfría el motor.
Por su parte,  en el blog de Víctor Martínez, mecánico certificado por ASE, ESCO INSTITUTE Y MACS ningún motor se debe lavar, ya que hasta el momento, ningún auto cuenta con salidas de agua. En caso de que se lave a presión, se pueden dañar las bobinas, sensores eléctricos, alternadores, y hasta las computadoras. Las consecuencias se pueden presentar de inmediato o en un futuro.


Sin embargo, si decides lavar el motor, podrías seguir estos sencillos consejos:
1. No uses agua a alta presión, esto puede desenchufar cables o penetrar en conexiones eléctricas.
2. No mojes la computadora, debes cubrirla con algún material que resista el agua.
3. Usa detergentes, nunca diluyentes.
4. Los utensilios idóneos para lavarlo pueden ser una brocha, un limpiador de motor y agua con manguera normal, esto evitará que mojes la computadora.
5.Lee el manual de tu auto. Ahí te especificarán si es idóneo lavar el motor, o evitar hacerlo.
",https://www.eluniversal.com.mx/autopistas/vale-la-pena-lavar-el-motor-del-automovil
519,06/04/2020,"

Autos voladores, a pocos pasos de ser una realidad

","
Una serie de competencias ha recaudado una importante suma económica, que le permitirá financiar sus primeras carreras cara a cara ",Francisco Velázquez ,"
Los autos voladores eléctricos se encuentran a muy poco de ser una realidad gracias a una serie de carreras. Estos vehículos han dado un paso significativo hacia la materialización, después de obtener una inversión pesada en una ronda de financiamiento inicial.
La serie, denominada Airspeeder y fundada por la compañía de vehículos eléctricos Alauda, se encuentra en proceso de creación, con el objetivo de “acelerar el desarrollo de autos voladores eléctricos”. Al enfrentarlos entre sí, en la marca cree que podrían ganar popularidad y seguir recaudando fondos para materializar una linea de producción en el futuro.
Esta inversión ayudará a la firma a impulsar las primeras carreras estilo Gran Premio cara a cara. Este proceso comenzará con vuelos de prueba tripulados de sus autos eléctricos una vez que las restricciones provocadas por el coronavirus lo permitan. Las versiones con control remoto en los autos se probaron en 2019.
Alauda afirma que los Airspeeders, que serán probados en sus instalaciones recientemente establecidas en Adelaide, Australia, están alimentados por los “trenes de potencia eléctricos más innovadores.”

También lee: Audi abandona planes de construir auto volador
Estos trenes incluyen paquetes de baterías intercambiables de 500 kWh y cuatro motores que pueden impulsar los autos a una velocidad máxima de 199 kilómetros por hora. Se dice que los autos pesarán alrededor de 300 kilogramos, lo que les da una relación peso/potencia más potente que un automóvil de Fórmula 1.
Andrea Gardiner, cofundador de Jelix Ventures, comentó: “El fundador de Airspeeder, Matt Pearson, tiene una visión inspirada del futuro de la movilidad de ‘aire limpio’. Estamos impresionados con el éxito de su ruta hacia la comercialización temprana a través de la creación de una liga de autos voladores. Existe un mercado global claro para Airspeeder y Alauda, además de que el fundador tiene una excelente trayectoria como empresario exitoso.”
Alauda es una de las compañías que están trabajando en el desarrollo de autos eléctricos voladores. A principios de este año, Hyundai y Uber revelaron un concepto de taxi eléctrico volador en el CES de Las Vegas, que está diseñado para reducir el congestionamiento vial, mientras que Porsche y Boeing están desarrollando un concepto similar.
",https://www.eluniversal.com.mx/autopistas/autos-voladores-punto-de-ser-una-realidad
520,15/08/2019,"

Modelos de autos que nos gustaría que regresaran

","
Checa la lista de estos 5 autos descontinuados que aún extrañamos ",Roberto Jiménez,"
La siguiente lista incluye autos que, ya sea por su precio, comodidad o diseño se clavaron en nuestros corazones.
Actualmente ya no se fabrican pero nos gustaría que así fuera.
Vocho
De Volkswagen, este auto es uno de los clásicos que nunca y que a pesar de que ya no se fabrica, pasará de moda.
De acuerdo con el blog VW el Vocho originalmente fue llamado Wolkswagen Tipo 1 y en 1938 se le denominó Kraft durch Freude Wagen, que significa “el coche de la fuerza mediante la alegría”. Un auto de mil batallas, accesible y para muchos, un auto para aprender a manejar.


DeLorean
El Doc. Emmett Brown eligió este auto para viajar en el tiempo en la clásica trilogía de Volver al Futuro.
Tenía dos puertas Cupé, “alas de gaviota”, transmisión manual de 5 velocidades / automática de 3 velocidades. Y un motor que rugía cuando pisabas el acelerador para ""llevarte de vuelta al futuro"".


Caribe
De acuerdo con el blog VW, fue introducido al mercado mexicano durante el año de 1977 con el nombre de Caribe.
Primero fue de 4 puertas y un motor de 1.6 litros y 66 caballos de fuerza y en el año 78 llegó la versión de dos puerta. En ese año se introdujó la versión diesel, lo que lo convirtió en el primer auto que funcionaba con este tipo de combustible en México.
Su producción se detuvo hasta 1987, pero dejó un buen recuerdo en los corazones de aquellos que tuvieron el privilegio de manejarlo.

Combi
Este modelo fue creado por Ben Pon.
La combi fue uno de los símbolos que adoptaron los jóvenes, al ser un medio de transporte pupular en los años 60; no sólo porque podía llevar de 8 o 9 pasajeros con comodidad, también por sus 4 cilindros boxer refrigerados, que la hacían apta para climas extremos como los viajes largos por carretera.

Corsar
De acuerdo con el blog VW, este auto es considerado un clásico. En suelo mexicano su motor rugió por primera vez en el año de 1984.
Contaba con 85 caballos de fuerza, por dentro sus vestiduras eran de terciopelo, cenicero en tablero y puertas traseras. A partir de 1985, incluyó radio FM/AM, estéreo para casette y 4 bocinas. 

¿Qué otro modelo agregarías a esta lista?
 



Artículo


5 momentos de película donde el “Vocho” fue la estrella

Autopistas


El vocho marcó la memoria de chicos y grandes en diversas cintas. Aquí 5 recuerdos inolvidables en televisión y cine 







 
",https://www.eluniversal.com.mx/autopistas/modelos-de-autos-que-nos-gustaria-que-regresaran
521,09/04/2020,"

Los 5 mejores autos de marcas que no fabrican autos

","
Desde compañías de renombre en el ramo de la tecnología, hasta productoras de naranjas, estos fabricantes experimentaron alguna vez en la industria automotriz ",Francisco Velázquez ,"
Cuando hablamos de automóviles inmediatamente pensamos en las firmas de mayor prestigio, que se han dedicado enteramente a este negocio desde el primer día de su existencia. Pero hoy no estamos aquí para hablar de ellas, investigamos acerca de marcas que no se dedican a producir automóviles y que alguna vez presentaron conceptos de vehículos.
Marcas de tecnología, de piezas para motocicletas y botes, agencias espaciales, hasta productoras de frutas han presentado un modelo de auto, cabe destacar que sus diseños no son del todo convencionales, aquí los conoceremos:

5. Peel P50
The Peel Engineering Company, llamada así por un pequeño pueblo en la Isla de Man, originalmente se dedicaba a la fabricación de botes de fibra de vidrio y partes para motocicletas. A principios de la década de los sesenta, se propuso construir un microauto para uso en la ciudad.
El Peel P50 nació en 1962. Con un precio de casi 6 mil 200 dólares, el auto fue reconocido por Guinness World Records como el automóvil más pequeño del mundo, por lo que la compañía decidió volver a producirlo en el 2011, la velocidad máxima que este vehículo alcanza es de 45 kilómetros por hora.
También lee: Las 5 modificaciones más inútiles en un auto

4. Google Firefly
Waymo es la rama automotriz de Google y ha estado diseñando sistemas de vehículos autónomos desde 2009. Su producto más famoso hasta la fecha ha sido el Firefly, cápsula en forma de “insecto” sin volante ni pedales.
Eran una vista habitual en las carreteras alrededor de la casa de Google en Mountain View, pero el automóvil fue desechado en 2017. Waymo continuará desarrollando tecnología autónoma, pero utilizará autos de otras compañías como anfitriones.

3. Outspan MINI
Outspan es una empresa sudafricana productora de naranja. A principios de la década de los setenta, la compañía solicitó a la firma Brian Thwaites en Sussex que construyera un automóvil promocional para Europa. Basado en un Mini “altamente pirateable”, se colocó un cuerpo naranja muy realista, completo con textura de piel de naranja, sobre el chasis del Mini.
De los seis automóviles construidos, aún se sabe que existen tres.

2. Apple iCar
Apodado el Apple iCar, el gigante de la tecnología tenía planes en 2016 de revolucionar la movilidad personal y hacer para los automóviles lo que ha hecho por los teléfonos. Apple nunca mostró un automóvil real, y el proyecto estaba envuelto en misterio. Luego, en 2019, Apple seleccionó a su equipo del ""Proyecto Titán"" con la compañía diciendo que estaba cambiando su enfoque a los sistemas autónomos en lugar de a un automóvil en sí.
Desde 2017, ha estado probando una flota de Lexus RX450h con tecnología autónoma en las calles de Cupertino, cerca de su sede.

1. NASA 1
Todo va muy bien al espacio, pero moverse una vez que estás allí es un desafío. Desde que el hombre pisó la luna por primera vez, la NASA ha estado diseñando y construyendo varios tipos de vehículos para facilitar la exploración extraterrestre.
Este es uno de sus Mars Rovers, presentado en 2017 y que se parece más al auto de Batman que a un laboratorio itinerante. La NASA tiene la intención de enviar una misión tripulada a Marte en la década de 2030.
Fotografías: Internet
",https://www.eluniversal.com.mx/autopistas/los-5-mejores-autos-de-marcas-que-no-fabrican-autos
522,21/01/2020,"

Por qué amamos a la Chevrolet Suburban 

","
Recordamos por qué esta SUV ha sido una de las favoritas del mercado mexicano a lo largo del tiempo ",CARLOS CAVAZOS,"
El cambio del paisaje urbano a fines de los ochentas se marcó por la llegada a nuestro país del vehículo con más trayectoria, ofertado como la “nueva” Suburban, introducida como año modelo 1987 pero que en realidad Chevrolet vendía desde 1935. Más de 50 años, pero para el mercado nacional la séptima generación de este producto resultaba nueva.
La que sería publicitada insistentemente “para nueve pasajeros” en constantes campañas de medios llegaba con tres filas de asientos y motor V8 con inyección de combustible. De inmediato, se volvió una favorita del segmento A, pues la comodidad de abordarla y su posición elevada en el tráfico eran notables contra las alternativas de la época, en especial sedanes de considerable longitud. 
En poco tiempo surgió en nuestro país una constelación de talleres especializados en modificación a la Chevrolet Suburban, con la finalidad de añadir estribos, instalar opciones de vestiduras en piel y asientos de viaje de mayor comodidad, adaptar techos acristalados y en especial los aspectos referentes a blindaje, pues antes de la llegada oficial de Cadillac y otras opciones de lujo al mercado nacional, Suburban se encumbró como la favorita de políticos, funcionarios, empresarios y estrellas del entretenimiento, así como de sus esforzados cuerpos de seguridad personal.

Leer también: Chevrolet presenta la nueva Suburban 2021
La robusta constitución que caracteriza a Chevrolet la hacían la preferida para actividades que exigían confiabilidad, por lo que era ideal para visitas a fincas campestres, Valle de Bravo, Cuernavaca, Acapulco, o Palacio Nacional.
Ni el ochentero KITT de Knight Rider, ni el socialmente risqué Dodge Challenger “General Lee” ni los GT40 de LeMans tienen su estrella en el Paseo de la Fama de Hollywood. El único vehículo a la fecha con esa distinción es la Chevrolet Suburban. 
En México no se instalan en las calles estrellas de bronce, pero en posicionamiento no encontraremos, para la época de referencia, otro astro de mayor brillo. Este 2020 el producto cumple 85 años de trayectoria ininterrumpida, por lo que la marca seguramente lanzará ediciones alusivas a este aniversario.
",https://www.eluniversal.com.mx/autopistas/por-que-amamos-la-chevrolet-suburban
523,07/04/2020,"

Subastarán auto clásico especial de Paul Walker

","
Este auto tiene muy pocos kilómetros recorridos y se encuentra en excelente estado, es parte de una amplia colección de vehículos que el actor tenía
",Francisco Velázquez ,"
Hace unos meses se anunció la subasta de alrededor de 19 vehículos que pertenecieron a Paul Walker, actor de la saga de películas “Rápido y Furioso”, eterno compañero de Vin Diesel y que perdiera la vida en un accidente en el 2013.
El actor era dueño de una amplia colección de vehículos, entre los que destacaban algunos deportivos y clásicos, como este Ford Mustang Boss 429, que apenas tiene 23 mil 456 kilómetros registrados en su odómetro, además de que se encuentra en un estado de conservación excelente.
Mecum Auctions es la compañía encargada de subastar este Mustang, que data del año 1969, cabe recordar que hace algunos meses fueron subastados 19 autos entre los que se encontraban cinco BMW M3 E36 Lightweight, pero aún se encontraban muchos otros modelos en su colección, entre los que destaca este Mustang.

También lee: Los colores de autos más icónicos de la historia
El Ford Mustang Boss 429 era parte de una serie especial del modelo, del cual únicamente se produjeron mil 359 unidades, que contaban con el mismo motor del Mustang que competía en NASCAR en aquella década. Se trataba de un motor V8 de 7.0 litros que rendía 369 caballos de fuerza, aunque las primeras unidades de esta variante montaron el bloque 820-S, menos común y de mayor rendimiento.
El vehículo que perteneció a Walker contaba con propulsor 820-T, que se maneja mediante una transmisión manual de cuatro velocidades.

Por otra parte, los Mustang Boss 429 destacaban entre los convencionales porque equipaban una suspensión de competición, con barras estabilizadoras en sus ejes delantero y trasero, frenos de alto rendimiento y una dirección ajustada. Además, Kar Kraft además modificó las defensas con el objetivo de alojar las llantas Magnum 500 de 15 pulgadas, exclusivas de la línea.
Este Ford Mustang Boss 429 será subastado entre el 23 y el 28 de junio, aunque por el momento no cuenta con un precio inicial, pero teniendo en cuenta la exclusividad del modelo, el estado en el que se encuentra, además de quien fue su propietario, el auto no será nada barato.
",https://www.eluniversal.com.mx/autopistas/ford-mustang-especial-de-paul-walker-sera-subastado
524,03/12/2019,"

Por qué amamos al Corvette

","
A pesar de que es producido desde 1953, fue hasta los noventa que llegó a México ",CARLOS CAVAZOS,"
Desde 1953 los vecinos del norte tenían disponible la opción de mejor capacidad dinámica de sus fabricantes, pero ésta no pasaba a nuestra frontera sino hasta 1991 que llegaría el Corvette a México, ofreciendo desempeño que sólo exóticos importados vía mercado gris podían entregar en este país.
La propuesta de Corvette que viera la luz en 1953 fue fruto de Harley Earl, jefe de diseño de General Motors, bajo la batuta de Ed Cole, ingeniero en jefe de la empresa. Este producto de Detroit se presentaría en una de las catedrales del lujo estadounidense: Los veteranos de la Segunda Guerra que regresaron de Europa buscaban opciones para disfrutar la vida tras arriesgarla en el frente, y algunos habían conocido el estilo que fabricantes como Jaguar o MG proponían en el Viejo Continente.
Ante la falta de opciones semejantes, General Motors lanzó su propuesta como convertible, transmisión automática e impulsado por un V6, el cual contaba con tres carburadores. La construcción de fibra de vidrio sobre chasis lo hacía ligero, pero aún faltaban algunos cambios para volverlo legendario. 

La presión que la inmediata respuesta de Ford daría con el lanzamiento de Thunderbird impulsaría su carrera, pues las ventas fueron magras en el inicio: 300 unidades en 1953, 3,640 en 54 y para el tercer año escasos 700 ejemplares. General Motors no se dejaría derrotar por la tiendita de enfrente, por lo que le adaptaron un V8 y a partir de ahí repuntarían las ventas. De la mano de Zora Arkus-Duntov, ingeniero que en ocasiones es denominado “padre del Corvette” elevaría la propuesta del vehículo. Irónicamente Arkus-Duntov no fue el padre del Corvette, sino que el atractivo de este producto en su exhibición inicial llevaría a Zora pedir empleo en GM.
Para 1957 la motorización contaría con una novedad: Fuel Injection, lo que ayudaría a duplicar las ventas. El producto no solamente se veía deportivo. Mucho antes que Ford y Ferrari pelearan en LeMans, Corvette generación 1 triunfaba en la categoría GT, en 1960.
La segunda generación, de 1963 al 67 se caracterizaría por una consolidación del volumen de ventas y el dominio en las pistas. El famoso Split window de 1963, con sus faros retráctiles, suspensión trasera independiente y medallón dividido sigue atrayendo la atención de coleccionistas en subastas. Motores de 396 y 427 pulgadas cúbicas alimentados tanto por inyección como por carburadores estaban disponibles como opción. 

La curvilínea silueta de la tercera generación, vigente de 1968 a 1982 vería la transformación mundial pasando de la era del músculo, a la debacle de los setenta, más la era de oscuridad también marcaría su año de mayor volumen: 1979 con 53 mil unidades. 
Con más de 517 mil unidades producidas, la tercera generación es la más prolífica, para luego evolucionar e instalarse en la adoración tecnológica de los ochenta. 
En el cambio a la cuarta generación no hubo un modelo 1983, pero la llegada de la nueva instancia de Corvette en 1984 daría el segundo mejor año con 51 mil unidades, caracterizadas por tablero de instrumentos basado en cristal líquido y un chasis de arquitectura totalmente modernizada. El empresarial espíritu de los ambiciosos 80 vería nacer modificadores como Callaway, quienes buscaban sacarle más jugo al excelente modelo base. Ésta fue la generación que marcara la llegada oficial al mercado mexicano, en los noventa.

La quinta instancia de Corvette correría de 1997 a 2004, con la digitalización y la invasión de las .com mientras competidores de todo origen se incorporaban a la categoría de performance. Alemanes, asiáticos y su némesis temporal, el Dodge Viper acompañarían al Corvette en su oferta de desempeño y valor añadido. El ciclo de producto de sexta generación de 2005 a 2013 vería una propuesta con más poder y sofisticación, para cerrar con la séptima de 2014 al presente. La más reciente instancia de Corvette llega a cumplir un antiguo anhelo: el motor central.
Conceptuales fueron y vinieron, pero 2020 verá llegar en producción un motor en medio, con una carrocería tan escultórica que los aficionados contemplaban el modelo de preproducción exhibido en Los Ángeles con una expresión de arrebato similar a los visitantes que observan el David de Miguel Ángel. Corvette no tiene la mirada hacia Roma, como el  florentino, sino un ojo al gato y otro al garabato pues sus contricantes llegan lo mismo de Stuttgart o Múnich que de Seúl, Yokohama, Detroit y Fremont, sumándose al gusto por la potencia tecnificada.

",https://www.eluniversal.com.mx/autopistas/por-que-amamos-al-corvette
525,01/03/2020,"

Ya puedes comprar el Mustang Mach 1 de John Wick 

","
Podrás sentirte como todo un protagonista de película con el Mustang March 1 de John Wick ",Paola Monterrubio ,"
Si eres fanático de la saga de John Wick, estarás familiarizado con el famoso Mustang Mach 1 modelo 1969 del asesino más buscado del mundo. Ahora, la compañía Ford, en colaboración con el equipo de restauración Classic Recreations, decidió sacar a la venta este mítico auto para aquellos que deseen sentirse en una película policíaca.
Ford ha autorizado la producción de nuevas versiones del Mustang Mach 1, originalmente lanzado a finales de la década de los 60. Cada uno de estos vehículos será construído con las especificaciones que los compradores le soliciten a la empresa, la cual recreará el modelo original con transmisión y chasis de última tecnología.
El auto estará equipado con un motor V8 con doble turbocompresor, capaz de producir hasta 1000 caballos de fuerza. La inversión inicial para conseguir uno de estos coches será de 169 mil dólares, el equivalente a 3 millones 350 mil 36 pesos (cambio al día de hoy), por lo que promete ser un auto muy lujoso y exclusivo.
Leer también: Recrean escena de Volver al futuro con la Tesla Cybertruck
 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida de Classic Recreations (@classicrecreations) el 24 Feb, 2020 a las 12:31 PST



Entre los colores disponibles para este modelo, el más destacado es el 'Hitman Grey/Beagle Black', inspirado completamente en el auto del famoso asesino a sueldo, John Wick. Si tu intención no es parecerte al personaje interpretado por Keanu Reeves, podrás escoger entre las otras 17 tonalidades existentes, como 'Acapulco Blue', 'Black Jade', 'Calypso Coral' o 'Champagne Gold'.
Leer también: El Lexus LFA de Paris Hilton que puede ser tuyo
 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida de John Wick: Ch 3 - Parabellum (@johnwickmovie) el 24 Feb, 2017 a las 10:32 PST



De igual manera, el apodado Mach 'Hitman' contará con una transmisión automática de cuatro velocidades 4R70W y todos las comodidades características de un Mustang, entre las que se encuentran asientos de respaldo alto Scat Elite con arneses de cinco puntos, páneles de puerta interior TMI, aire acondicionado, sistema de sonido JVC con amplificador de cinco canales y medidores capaces de registrar hasta más de 300 kilómetros.
Leer también: La nueva Cupra Formentor se presentará oficialmente la próxima semana
 
",https://www.eluniversal.com.mx/autopistas/el-mustang-mach-1-de-john-wick-ya-se-puede-comprar
526,07/04/2020,"

Bugatti reúne a sus tres modelos más icónicos 

","
Bugatti nos da un repaso por sus tres autos más importantes en la historia, que marcaron el paso de la firma francesa
",Luis Vilchis,"
Sin lugar a dudas, Bugatti es una marca que hoy en día es sinónimo de alto rendimiento y lujo. Esta marca inició a principios del siglo pasado, pero una serie de sucesos internacionales y la muerte del hijo del fundador hicieron que se parara por muchos años. 
Ahora, retomando un poco de la historia de la firma francesa, Bugatti reunió a sus tres autos más icónicos, que han marcado el paso de la marca durante su renacimiento en la década de 1990. 

En este evento especial de la marca se reunieron el Bugatti EB110 Super Sport, el Veyron 16.4 Super Sport y el Chiron. 
El primero de ellos fue el auto que volvió a poner a Bugatti en el mapa, esto después de la inversión de un empresario italiano fanático de la marca. Este modelo fue el primer auto de producción en echar mano de un cuerpo fabricado en su totalidad en fibra de carbono, pesando apenas 125 kilogramos. 
Mecánicamente echaba mano de un motor V12 con cuatro turbocargadores y 60 válvulas, para dar como resultado 551 hp y un corte de inyección arriba de las 8 mil RPM. 
En total se sabe que se fabricaron solo 96 unidades de este vehículo y el más reciente se vendió en una subasta por poco más de 2.3 millones de euros. 

El siguiente integrante de la familia es el Bugatti Veyron 16.4 Super Sport, que llegó luego de que Grupo Volkswagen adquirió la marca y la regresó a Molsheim, Francia. 
Bugatti desarrolló este auto con una sola idea en mente: romper la barrera de los 400 km/h. Es por eso que echaron mano de un motor W16 con cuatro turbos de 1,001 hp y 1,006 lb-pie de par con una caja secuencial de ocho velocidades. 
Gracias a esto, en 2010 el Veyron 16.4 Super Sport llegó a los 431 km/h, y mantuvo el trono del auto de producción más rápido del mundo por mucho tiempo. 

Finalmente, la trinidad se completó con el Bugatti Chiron, el modelo que remplazó al Veyron en 2016 que echó mano de mejoras en la suspensión, chasis, carrocería y una mejor eficiencia aerodinámica que lo colocó como una de las opciones preferidas de los multimillonarios. 
El motor era el mismo, pero ahora se retocaba hasta los 1,480 hp y 1,180 lb-pie de par, haciendo a este auto capaz de acelerar de 0 a 100 km/h en 2.4 segundos, a 100 km/h en 6.1 y los 300 km/h en apenas 13.2 segundos. 
Poco tiempo despues se lanzó el Chiron Super Sport 300+, el primer auto de producción en romper la barrera de las 300 millas por hora, que se traducen a 484 km/h, marcando un récord de 490 km/h.

",https://www.eluniversal.com.mx/autopistas/bugatti-chiron-veyron-y-eb110-reunidos-para-un-viaje-familiar
527,06/09/2019,"

Por qué amamos al Grand Marquis 

","
Llegado en 1982, este sedán se convirtió en la opción ideal para las personas que querían demostrar un estatus alto ",CARLOS CAVAZOS,"
Carruaje oficial de la élite mexicana de los 80, el Grand Marquis era para sus acaudalados usuarios centro logístico, fashion statement, sala de juntas, hotel de paso y palacio de verano rodante, todo en uno. No existiendo en México en esa época distribuidores autorizados Rolls-Royce, Jaguar, Mercedes o Bentley, era el tope de gama absoluto en nuestro mercado, pues no había disponibilidad no-chocolate de un sedán que superara sus dimensiones y características. 

Inspiró más de una obra artística: “Yo no tengo un carro del año, mucho menos un Grand Marquis…” evaluaba objetivamente Federico Caballero, La Guayaba, del popular grupo musical Los Plebeyos. En el corrido “El Marquis Negro” interpretado por Carlos y José, se denota la conveniencia de este modelo para viajes largos llevando equipaje de particular interés económico.

Presidencia, secretarios de estado, gobernadores, empresarios, líderes sindicales y otros próceres de la sociedad mexicana elegían este modelo por la amplitud de su segunda fila de asientos, suspensión orientada a confort y amplia cajuela, además de su equipamiento, pero sobre todo por el mensaje que transmitía. Obviamente podían importar, de así desearlo, un Mercedes Clase W126 o un Bentley Arnage, pero lidiar con el engorroso asunto de las refacciones antes de la llegada del internet era un purgatorio en el cual ninguno quería incursionar.
Basado en la plataforma E de Ford, en su mercado de origen se comercializaba bajo el emblema Mercury. En México estaba rotulado con el óvalo azul, sin más vueltas, pues su orientación no era precisamente el curveo. Heredero del notorio LTD, su abotagado motor 5 litros de magros 180 caballos ofrecía el torque necesario para aprovechar las capacidades de la suspensión y coronarlo con un blindaje que protegiera a ocupantes de cualquier afrenta a su integridad física. Con más de 5.3 metros de largo y peso superior a las 2 toneladas, en su momento también era la opción preferida para taxis, mas su sediento consumo y la regulación de las cuotas lo excluyeron de esa función.

Las unidades ensambladas en México veían la luz en la planta Ford de Cuautitlán. Llegado para reemplazar al Crown Victoria en 1982, su transmisión automática de cuatro velocidades con overdrive estaba orientada a viajes largos por carretera. Durante su apogeo el fabricante produjo en sus distintas plantas más de 130 mil unidades en 1989 en configuración 4 puertas dedicadas a la marca Mercury y 200 mil en 1988 para las dedicadas a Lincoln, por lo que el abasto de refacciones no era un problema.

El Grand Marquis evolucionó poco en el cambio de época al pasar a segunda generación en 1992, comenzando una era diferente, presionado por una oferta europea y asiática que brindaba prestaciones y precio competitivos en el segmento de sedán tamaño completo. Para el mercado de usados ese fue el momento en que, de aspiracional, se convirtió en alcanzable, con lo que debido a su robusta construcción y la longevidad asociada a Ford llegó a un propietario orientado a cuidarlo con atención y mantenerlo rodando. Su punto débil, debido a su gran peso, orientación a confort y al estado de los caminos mexicanos, es la suspensión delantera: bujes y horquillas requieren ser sustituidas con relativa frecuencia.

Tercera y cuarta generación vieron la luz ya como un producto complementario, aumentando la gama para un mercado cuya preferencia mayoritariamente ya se había movido a otros segmentos. 
 



Artículo


Volkswagen convierte tu vocho clásico en un auto eléctrico

Autopistas


A través de su división eClassics, la firma alemana pondrá este clásico en circulación otra vez 








En esta serie de notas de nostalgia examinaremos no los grandes clásicos de las subastas, sino aquellos vehículos que se ganaron un lugar en el corazón de los mexicanos
",https://www.eluniversal.com.mx/autopistas/por-que-amamos-al-grand-marquis
528,12/05/2019,"

Guía para ser coleccionista de autos a escala

","
Este hobbie puede llegar a ser igual o más caro que coleccionar autos reales si no se tienen los conocimientos adecuados ",CARLOS CAVAZOS,"
 No todos podemos ser Jay Leno, Nick Mason o Lorenzo Zambrano. Por lo cual, si acaso tenemos un auto en qué movernos, para los más dedicados quizá hay uno o dos proyectos de restauración adicionales, y hasta ahí.
Pero más allá de las limitantes del mundo real a escala 1:1, la alternativa más económica (a excepción de claudicar) es la micronización. Muchos de quienes gustamos de los autos tuvimos la oportunidad de acercarnos desde temprana edad a su teoría y práctica a través de los juguetes, por lo que al ir creciendo y accediendo a presupuestos más generosos, habemos quienes asignamos una partida a la constante adquisición de más novedades a escala.

Quienes piensen que esto es algo infantil pueden darse cuenta que hay más que lo aparente en esta actividad acudiendo a una de las distintas convenciones de coleccionistas, donde se comercializan entre particulares modelos históricos y escasos.
Hay un gran abanico de opciones, desde lo más cercano a lo más exótico. Aquí te  presentamos algunas de las que puede considerar para entregarte sin reparos a este  hábito que tiene mucha afición en todo el mundo:

Hot Wheels.  Esta marca ha producido seis mil millones de carritos y el año pasado alcanzó el medio siglo de operaciones. Su línea de producto estrella es el auto metálico a escala 1:64, en modelos tanto basados en la realidad como en diseños propios de fantasía, y también ofrece escala 1:18 así como pistas y otros accesorios. Es la marca más fácil de encontrar, pues se halla en la mayoría de los supermercados y tiendas departamentales en nuestro país, en donde los aficionados examinan y colectan las novedades recién desempacadas. Líneas de edición limitada se lanzan en colaboración con títulos de cómic y películas o de videojuegos. En distintas plazas así como en redes sociales se halla también un canal complementario, donde coleccionistas revenden piezas de interés ya sea porque resultan escasas o son parte de ediciones limitadas.
Majorette. La opción francesa en escalas está en este fabricante, con operaciones desde 1961 pero comenzando con autos en 1964, ya que originalmente iniciaron con trenes. Esta marca tiene poco tiempo de haber vuelto al mercado mexicano, para gusto de los coleccionistas. Aunque con un precio de venta más elevado que sus competidores más extensos, sus modelos incluyen una pequeña tarjeta técnica además de que tienen funcionalidades como apertura de puertas, caja de carga en los SUV o, bien, tapa del motor en el caso del Lamborghini Huracán.

Tomica.  Si desde la tierra del sol naciente llegan tan notables productos automotores, obviamente estarían representados por una estrella de las escalas, y es Tomica. 
También inició produciendo trenes, y aunque comenzó a operar en 1924, fue hasta 1970 que incursiona en los autos. La marca se caracterizaba por ofrecer modelos de automóviles nipones, para posteriormente incluir en su línea productos de Volkswagen, Jeep, Fiat, Mercedes-Benz y Audi. Esta marca ya había probado la herramienta de la producción audiovisual para impulsar sus ventas, a través de una serie infantil de acción viva: “Tomica Rescue Force”.
 



Artículo


Este Ford Escort cuesta casi 2 millones de pesos 

Autopistas


Este modelo MK2 literalmente es una joya 







",https://www.eluniversal.com.mx/autopistas/guia-para-ser-coleccionista-de-autos-escala
